username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_sku_1,Q_sku_2,Q_sku_3,Q_vic_1,Q_vic_2,Q_vic_3,Q_met_1,Q_met_2,Q_met_3,Q_mus_1,question1,Q_mus_2,Q_mus_3,Q_spa_1,Q_spa_2,Q_spa_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Skull Evolution Filter, memory questions","rt_Victorian High Street Filter, memory questions","rt_Science Experiment Filter, memory questions","rt_Reflections of an Artist Filter, memory questions","rt_Satellite Launcher Filter, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,"survey_page_changed_to_Reflections of an Artist Filter, memory questions","order_Reflections of an Artist Filter, memory questions","survey_page_changed_to_Skull Evolution Filter, memory questions","order_Skull Evolution Filter, memory questions","survey_page_changed_to_Science Experiment Filter, memory questions","order_Science Experiment Filter, memory questions","survey_page_changed_to_Victorian High Street Filter, memory questions","order_Victorian High Street Filter, memory questions","survey_page_changed_to_Satellite Launcher Filter, memory questions",internal_id,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"order_Satellite Launcher Filter, memory questions",rt_general info_1,"survey_page_changed_to_Skull Evolution Filter, memory questions_1","rt_Skull Evolution Filter, memory questions_1","survey_page_changed_to_Science Experiment Filter, memory questions_1","rt_Science Experiment Filter, memory questions_1","survey_page_changed_to_Satellite Launcher Filter, memory questions_1","rt_Satellite Launcher Filter, memory questions_1","survey_page_changed_to_Victorian High Street Filter, memory questions_1","rt_Victorian High Street Filter, memory questions_1",pageNumber,order_general info_1,testxr_participant_id,testxr_uuid,rt_general info_1_2,"order_Skull Evolution Filter, memory questions_1"
﻿,0,,,2023-05-10 12:31:39.264549,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5edeea354d54cb1a825aa8f9,,,-2,-3,-1,-3,1,1,-2,1,1,-3,,-3,-3,-3,1,-3,15,16,6,48,,108,53,66,,367,6m:7s,AnonymousUser,5edeea354d54cb1a825aa8f9,64413b04f9885d4cc8821c4a,645b8080ce34ac727e5b42f9,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5edeea354d54cb1a825aa8f9&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b8080ce34ac727e5b42f9,1,15,2,31,3,259,7,145,5,37,4,312,,193,14929,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:31:40.477248,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5981d55b04ebec0001aaadde,,,-2,1,1,-3,1,-2,-3,-1,-3,-2,,-2,-3,-3,-2,-1,27,29,6,75,85,,23,100,3,403,6m:43s,AnonymousUser,5981d55b04ebec0001aaadde,64413beb7a2d6b000b31e13a,645b80274155d91bf5fdf0a6,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5981d55b04ebec0001aaadde&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b80274155d91bf5fdf0a6,1,30,2,59,3,253,6,276,7,352,,167,5,66,14930,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:31:43.117257,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63f790ec98eebe9027eeb2ed,,,1,-3,1,1,1,-3,,1,1,1,,1,-1,-1,-1,-3,20,18,8,157,104,,60,107,38,533,8m:53s,AnonymousUser,63f790ec98eebe9027eeb2ed,64413a0d54e71805ea2a1795,645b8002c2b58ed3be7193c4,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63f790ec98eebe9027eeb2ed&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b8002c2b58ed3be7193c4,1,20,2,46,3,423,7,54,4,483,,319,6,211,14931,41,5,,,5,3,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:31:44.339355,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,62b4547555b1bff45d246197,,,-2,1,1,-1,1,-2,1,1,1,1,,-3,1,1,1,1,81,15,4,25,24,,17,28,,208,3m:28s,AnonymousUser,62b4547555b1bff45d246197,64413a0d54e71805ea2a1795,645b803fcf769c09e4ba2732,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=62b4547555b1bff45d246197&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b803fcf769c09e4ba2732,1,81,2,96,3,177,7,152,6,194,,100,4,124,14932,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:31:45.308001,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,60b8f2c365ec36a3395896b6,,,1,1,1,-1,1,-2,1,-3,-1,1,,-1,1,-3,-1,-1,47,16,50,197,,61,451,84,,1038,17m:18s,AnonymousUser,60b8f2c365ec36a3395896b6,64413beb7a2d6b000b31e13a,645b8069f11903a6eb5fc51d,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=60b8f2c365ec36a3395896b6&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b8069f11903a6eb5fc51d,1,47,2,63,3,394,6,197,5,845,7,906,,113,14933,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:31:46.013222,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,63d43ac4f80e5e7142f00230,,,1,-3,-2,-2,-3,1,-3,1,1,-3,,-2,-1,-3,1,-2,7,9,2,28,40,,14,15,,143,2m:23s,AnonymousUser,63d43ac4f80e5e7142f00230,64413b954466c8a7f2cb51d1,645b8081cde2486082a0fbed,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=63d43ac4f80e5e7142f00230&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b8081cde2486082a0fbed,1,7,2,16,3,102,7,73,6,117,,18,4,58,14934,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:31:46.869665,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63cd84b96c0d2867bf761f49,,,1,,-2,1,1,-2,1,1,-3,1,,-2,1,-3,1,-3,43,20,8,49,54,65,53,,,323,5m:23s,AnonymousUser,63cd84b96c0d2867bf761f49,64413beb7a2d6b000b31e13a,645b806a781450d332afa5cd,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63cd84b96c0d2867bf761f49&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b806a781450d332afa5cd,1,43,2,63,3,136,5,243,7,71,4,189,6,292,14935,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:31:51.863226,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63d13d214a2a7a3987f88f5b,,,1,1,-1,-3,-1,1,1,-2,-1,1,,-2,1,-3,-2,-2,7,6,1,,17,32,34,20,,145,2m:25s,AnonymousUser,63d13d214a2a7a3987f88f5b,64413b04f9885d4cc8821c4a,645b8097697fe57d53d81f5d,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63d13d214a2a7a3987f88f5b&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b8097697fe57d53d81f5d,1,7,2,13,3,83,7,117,,34,5,66,6,14,14936,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:32:24.660212,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5c2ff627407f1b0001f43f31,,,-2,1,1,-3,1,1,1,-1,-1,-3,,1,-1,-3,-2,1,10,12,4,,37,15,17,20,,136,2m:16s,AnonymousUser,5c2ff627407f1b0001f43f31,64413b04f9885d4cc8821c4a,645b80b53f20370c36cbe2a8,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5c2ff627407f1b0001f43f31&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b80b53f20370c36cbe2a8,1,10,2,22,3,100,7,117,,85,6,27,4,64,14937,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:32:46.972522,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63659992ba948112342d05fd,,,1,1,1,1,-3,-2,1,1,1,1,,1,1,1,-3,1,8,16,8,29,25,69,,193,,371,6m:11s,AnonymousUser,63659992ba948112342d05fd,64413b04f9885d4cc8821c4a,645b80d09e95b8870861d3e3,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63659992ba948112342d05fd&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b80d09e95b8870861d3e3,1,8,2,24,3,350,,320,7,226,5,295,6,33,14938,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:32:51.955939,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5a74c608527fd00001462f87,,,,1,-2,-1,1,-3,-2,1,1,-3,,-3,1,-3,-1,-2,43,17,7,49,134,107,55,,,519,8m:39s,AnonymousUser,5a74c608527fd00001462f87,64413beb7a2d6b000b31e13a,645b8037e6d986d75518f67a,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5a74c608527fd00001462f87&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b8037e6d986d75518f67a,1,43,2,60,3,116,5,67,4,171,6,278,7,412,14939,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:32:52.061046,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,571b728d5d40840011c3d9df,,,1,1,-1,1,1,-2,1,1,-1,1,,1,-1,1,-2,-1,7,7,3,25,22,,29,45,,157,2m:37s,AnonymousUser,571b728d5d40840011c3d9df,64413beb7a2d6b000b31e13a,645b80b0eb4126a007f766c7,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=571b728d5d40840011c3d9df&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b80b0eb4126a007f766c7,1,7,2,14,3,43,5,18,4,139,,117,7,72,14940,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:33:15.386747,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,6401cfd62ed32f264cde051b,,,1,1,1,-3,1,-2,1,1,1,-2,,1,-3,-3,-2,1,18,6,4,32,19,15,,16,,129,2m:9s,AnonymousUser,6401cfd62ed32f264cde051b,64413beb7a2d6b000b31e13a,645b80e09af63efdd9065f08,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=6401cfd62ed32f264cde051b&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b80e09af63efdd9065f08,1,18,2,24,3,110,,28,4,95,7,60,5,79,14941,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:33:19.157875,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63f8c22575a1b5631333e8d3,,,1,1,-1,-2,1,-2,,1,1,1,,-2,1,-2,-2,1,9,15,8,37,23,14,66,,,226,3m:46s,AnonymousUser,63f8c22575a1b5631333e8d3,64413b04f9885d4cc8821c4a,645b80ed927cc4f024719391,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63f8c22575a1b5631333e8d3&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b80ed927cc4f024719391,1,10,2,25,3,108,7,34,4,94,6,71,5,174,14942,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:33:25.454866,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63cf9471d0cf4c4c8ebd9ee7,,,1,-1,1,-3,1,1,1,1,1,1,,-3,-1,1,1,-1,52,23,96,168,215,,133,177,,921,15m:21s,AnonymousUser,63cf9471d0cf4c4c8ebd9ee7,64413b04f9885d4cc8821c4a,645b807caf9e793eeaf153c5,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63cf9471d0cf4c4c8ebd9ee7&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b807caf9e793eeaf153c5,1,52,2,75,3,171,4,482,6,865,,650,7,304,14943,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:33:42.550573,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5f818c9c145bf623caf8d14b,,,-3,,-1,1,1,-2,-2,1,1,1,,-2,-3,-3,-2,,7,5,7,36,,97,150,55,,373,6m:13s,AnonymousUser,5f818c9c145bf623caf8d14b,64413beb7a2d6b000b31e13a,645b80c401bb3b3dcfe5fcb2,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5f818c9c145bf623caf8d14b&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b80c401bb3b3dcfe5fcb2,1,7,2,13,3,56,5,20,4,261,7,358,,206,14944,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:33:44.856095,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63d79f5acb27df24ca5787e3,,,1,-3,-2,-2,1,1,1,1,-2,-2,,1,1,-3,-3,-2,8,10,4,28,21,22,,30,,151,2m:31s,AnonymousUser,63d79f5acb27df24ca5787e3,64413beb7a2d6b000b31e13a,645b80d3899f9823d627e096,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63d79f5acb27df24ca5787e3&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b80d3899f9823d627e096,1,8,2,18,3,124,,95,7,73,6,52,5,22,14945,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:34:02.593972,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63f8f2c2941d27adb3d9eb67,,,1,-1,1,-2,-1,-3,-2,1,1,-3,,,-3,1,-2,-2,73,12,13,17,39,,27,17,,229,3m:49s,AnonymousUser,63f8f2c2941d27adb3d9eb67,64413a0d54e71805ea2a1795,645b7fe14b8f9ecc77309315,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63f8f2c2941d27adb3d9eb67&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b7fe14b8f9ecc77309315,1,73,2,85,3,98,4,182,7,200,,143,6,126,14946,,,,,5,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:34:22.961839,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6400fdbf6b52ca7fbca3dfe5,,,1,1,-2,1,-2,-2,1,-1,-1,1,,1,1,-3,1,-2,5,5,2,25,3,5,3,,,60,1m:0s,AnonymousUser,6400fdbf6b52ca7fbca3dfe5,64413a0d54e71805ea2a1795,645b813050af68171c7193ca,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6400fdbf6b52ca7fbca3dfe5&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=645b813050af68171c7193ca,1,5,2,11,3,50,6,13,4,38,5,53,7,56,14947,,,,,,,43,3,46,4,,,,,,,,,,
﻿,0,,,2023-05-10 12:34:28.086449,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5655ac37d970d100058322c3,,,1,-3,1,-3,1,-2,1,1,1,1,,1,1,1,1,1,23,7,3,45,28,,29,107,,263,4m:23s,AnonymousUser,5655ac37d970d100058322c3,64413beb7a2d6b000b31e13a,645b812357c665ac8b5b0642,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5655ac37d970d100058322c3&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b812357c665ac8b5b0642,1,23,2,30,3,33,4,62,5,242,,214,7,107,14948,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:34:31.968871,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,6282460190106706da93b23f,,,1,1,1,-1,1,-2,1,1,-1,-2,,1,-3,-2,-2,-1,217,15,5,,32,31,28,42,1,421,7m:1s,AnonymousUser,6282460190106706da93b23f,64413beb7a2d6b000b31e13a,645b8062452f56a299cbe2cd,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=6282460190106706da93b23f&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b8062452f56a299cbe2cd,1,218,2,233,3,346,7,375,,238,4,270,5,303,14949,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:34:37.246349,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,6416533bd4ee6639c3df6040,,,1,-3,1,1,-1,-2,-2,-1,-1,1,,-3,1,1,-2,-2,14,13,7,22,,35,41,58,,215,3m:35s,AnonymousUser,6416533bd4ee6639c3df6040,64413b954466c8a7f2cb51d1,645b812fe3dba5f11368851b,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=6416533bd4ee6639c3df6040&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=645b812fe3dba5f11368851b,1,14,2,27,3,115,6,92,5,156,7,191,,34,14950,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:34:52.401093,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5e9fe0434aba1b192f795afb,,,1,1,-1,-3,1,-2,1,-1,-1,-2,,1,1,-3,-2,-2,4,5,5,24,27,24,,27,,140,2m:20s,AnonymousUser,5e9fe0434aba1b192f795afb,64413b04f9885d4cc8821c4a,645b8151faf569aecc6f943a,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5e9fe0434aba1b192f795afb&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b8151faf569aecc6f943a,1,4,2,9,3,116,,14,4,92,7,38,5,65,14951,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:34:54.907619,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,60282d2ffedb021342e2df15,,,-3,1,1,-2,1,-2,-1,1,-1,-3,,-1,1,-1,1,-1,13,12,7,,21,63,26,89,,244,4m:4s,AnonymousUser,60282d2ffedb021342e2df15,64413beb7a2d6b000b31e13a,645b8143a6b16b6af78d7ec3,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=60282d2ffedb021342e2df15&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b8143a6b16b6af78d7ec3,1,13,2,25,3,206,7,232,,122,5,185,6,32,14952,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:35:37.865499,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5fdcd228539a382bc5e9fae5,,,-3,1,-2,-2,1,1,-2,-3,-3,-2,,1,-2,-2,-2,-1,5,17,17,118,125,116,91,,,601,10m:1s,AnonymousUser,5fdcd228539a382bc5e9fae5,64413b04f9885d4cc8821c4a,645b808ece34ac727e5b4301,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5fdcd228539a382bc5e9fae5&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b808ece34ac727e5b4301,1,5,2,22,3,273,6,155,5,39,4,364,7,489,14953,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:35:43.086962,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,6002a3d10236d12bbce9aa3a,,,,-3,-2,-1,-3,-2,,-1,-3,-2,,,-1,-3,1,-1,23,16,6,,30,17,25,42,,177,2m:57s,AnonymousUser,6002a3d10236d12bbce9aa3a,64413b04f9885d4cc8821c4a,645b815efccbbcd7b4a523ee,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=6002a3d10236d12bbce9aa3a&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b815efccbbcd7b4a523ee,1,23,2,39,3,134,7,159,,117,6,87,5,45,14954,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:36:37.446266,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,603d1a31171365bad9d0cd39,,,1,1,-1,-2,1,,1,1,1,-2,,-2,1,-2,-2,,36,18,31,52,32,30,35,,,279,4m:39s,AnonymousUser,603d1a31171365bad9d0cd39,64413b04f9885d4cc8821c4a,645b819ac057147d78a91192,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=603d1a31171365bad9d0cd39&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b819ac057147d78a91192,1,36,2,54,3,147,6,182,7,85,4,115,5,234,14955,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:36:55.484477,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63ed0392b8b24c34aaf26310,,,1,1,1,-2,1,-2,-2,1,-1,-2,,-3,-1,1,-2,-2,19,7,5,,24,24,37,28,,164,2m:44s,AnonymousUser,63ed0392b8b24c34aaf26310,64413beb7a2d6b000b31e13a,645b81b46be3ea9a03ef68bb,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63ed0392b8b24c34aaf26310&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b81b46be3ea9a03ef68bb,1,19,2,26,3,31,4,144,,68,5,120,7,92,14956,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:37:25.533680,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,62a727c0b6efe57fb90a5b86,,,1,-3,1,-2,1,-2,1,1,1,1,,-3,-1,1,-1,-3,7,22,12,21,51,36,,53,,294,4m:54s,AnonymousUser,62a727c0b6efe57fb90a5b86,64413b04f9885d4cc8821c4a,645b81e365a6e3fe19065f35,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=62a727c0b6efe57fb90a5b86&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b81e365a6e3fe19065f35,1,7,2,29,3,212,,146,6,175,7,41,4,92,14957,,,,,5,,171,4,,,168,3,,,,,,,,
﻿,0,,,2023-05-10 12:37:26.602867,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,643931753c31c6d4ceb81bd2,,,1,1,1,1,1,-2,1,-2,-1,1,,-1,-3,-2,1,-1,22,19,5,28,27,22,,29,,191,3m:11s,AnonymousUser,643931753c31c6d4ceb81bd2,64413beb7a2d6b000b31e13a,645b8031f954872c16e881dc,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=643931753c31c6d4ceb81bd2&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b8031f954872c16e881dc,1,22,2,41,3,152,,124,7,102,6,75,5,46,14958,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:37:39.611583,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5ae9cde00335e200019e9eed,,,1,1,-1,-2,1,-2,-2,1,1,1,,1,-1,-3,-2,1,7,7,12,26,48,,132,50,,451,7m:31s,AnonymousUser,5ae9cde00335e200019e9eed,64413b04f9885d4cc8821c4a,645b81ef2f4ab41e78a416ba,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5ae9cde00335e200019e9eed&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b81ef2f4ab41e78a416ba,1,7,2,14,3,124,6,256,7,282,,76,5,26,14959,,,,,4,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:38:40.849808,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,59e32f80d838ae000185083c,,,-1,1,1,1,1,-2,1,-1,-3,-2,,1,-3,1,-2,1,73,25,63,25,11,15,,17,4,257,4m:17s,AnonymousUser,59e32f80d838ae000185083c,64413b04f9885d4cc8821c4a,645b80cb21e765b41c975dec,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=59e32f80d838ae000185083c&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b80cb21e765b41c975dec,1,78,2,103,3,242,,170,4,225,7,196,5,208,14960,,,,,6,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:39:12.718346,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,637e81c7412aa8b5096fb176,,,1,1,-1,-3,1,-3,-1,,1,-1,,-3,-3,-3,-3,-3,24,7,6,22,13,,33,6,,122,2m:2s,AnonymousUser,637e81c7412aa8b5096fb176,64413b04f9885d4cc8821c4a,645b824076d978fb789d18b2,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=637e81c7412aa8b5096fb176&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=645b824076d978fb789d18b2,1,24,2,31,3,37,4,84,6,112,,70,5,106,14961,,,,,7,,,,,,,,,,,,,,,
﻿,0,,,2023-05-10 12:39:38.097565,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63ed0392b8b24c34aaf26310,,,1,1,1,-2,1,-2,-2,1,-1,-2,,-3,-1,1,,-2,12,3,3,,12,9,32,14,,96,1m:36s,AnonymousUser,63ed0392b8b24c34aaf26310,64413beb7a2d6b000b31e13a,645b81b46be3ea9a03ef68bb,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63ed0392b8b24c34aaf26310&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=645b81b46be3ea9a03ef68bb,1,12,2,15,3,18,4,85,,50,5,59,6,71,14962,,,,,7,,,,,,,,,,,,,,,
