username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_res_1,Q_res_2,Q_res_3,Q_hum_1,Q_hum_2,Q_hum_3,Q_ani_1,Q_ani_2,Q_ani_3,Q_lif_1,Q_lif_2,Q_lif_3,Q_dee_1,Q_dee_2,Q_dee_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Restoring a Coral Reef, memory questions","rt_Hummingbird, memory questions","rt_Animal Encounter, memory questions","rt_Life of a Tree, memory questions","rt_Restoring a Coral Reef, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,textxr_participant_id,textxr_uuid,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"survey_page_changed_to_Restoring a Coral Reef, memory questions","order_Restoring a Coral Reef, memory questions","survey_page_changed_to_Hummingbird, memory questions","order_Hummingbird, memory questions","survey_page_changed_to_Animal Encounter, memory questions","order_Animal Encounter, memory questions","survey_page_changed_to_Life of a Tree, memory questions","order_Life of a Tree, memory questions","survey_page_changed_to_Restoring a Coral Reef, memory questions_1",internal_id,"rt_Restoring a Coral Reef, memory questions_1","survey_page_changed_to_Hummingbird, memory questions_1","rt_Hummingbird, memory questions_1","survey_page_changed_to_Restoring a Coral Reef, memory questions_1_2","rt_Restoring a Coral Reef, memory questions_1_2",rt_general info_1,pageNumber,order_general info_1,order_demographics_1,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1_2,"survey_page_changed_to_Restoring a Coral Reef, memory questions_1_2_3","rt_Restoring a Coral Reef, memory questions_1_2_3","survey_page_changed_to_Life of a Tree, memory questions_1","rt_Life of a Tree, memory questions_1","survey_page_changed_to_Animal Encounter, memory questions_1","rt_Animal Encounter, memory questions_1",survey_page_changed_to_demographics_1_2,rt_demographics_1_2,testxr_participant_id,testxr_uuid,survey_page_changed_to_general info_1,rt_general info_1_2,survey_page_changed_to_demographics_1_2_3,rt_demographics_1_2_3
﻿,0,,,2023-06-22 10:03:13.059204,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,6319fe78b47336fe7e05230c,,,1,-2,1,1,1,1,1,1,-3,-2,-2,1,-1,-1,-2,36,38,8,37,199,86,201,37,,676,11m:16s,AnonymousUser,6319fe78b47336fe7e05230c,647e17c51e8a3d081bc279dc,64940d433cc54e5701feac69,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=6319fe78b47336fe7e05230c&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=64940d433cc54e5701feac69,None,c8733e37-8284-4e21-8285-40e0704f7b84,1,36,2,74,3,,,,,82,4,119,5,519,7,318,6,605,18106,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:04:32.611600,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,6400ddd637c39d3ade8f3561,,,1,-3,1,-3,-2,1,1,1,1,-2,1,-1,-2,1,-2,88,7,8,39,30,27,22,39,,299,4m:59s,AnonymousUser,6400ddd637c39d3ade8f3561,647e17c51e8a3d081bc279dc,64940e33f358fdc63cbdc0d9,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=6400ddd637c39d3ade8f3561&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=64940e33f358fdc63cbdc0d9,None,02701db8-65ae-4596-879b-d35c5c4c7ed4,1,88,2,95,3,,,,,103,4,164,6,194,7,142,5,221,18107,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:06:45.828160,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,629f2dccc6e91be06559e2f1,,,1,-2,1,-1,-3,-2,1,-3,-1,-2,-1,-2,-2,1,-3,9,11,3,18,14,,7,18,,85,1m:25s,AnonymousUser,629f2dccc6e91be06559e2f1,647e17c51e8a3d081bc279dc,64940e357084a265cb43031f,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=629f2dccc6e91be06559e2f1&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=64940e357084a265cb43031f,None,44e14471-3684-4d1e-a6ff-5869f40c4377,1,9,2,20,3,,,,,23,4,41,5,69,,62,6,55,18108,7,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:07:27.743030,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5c75bdc1142fa40001700b7c,,,1,-2,1,-1,-2,1,1,1,-3,-2,-1,-2,-2,-1,1,18,14,4,30,,18,13,30,,128,2m:8s,AnonymousUser,5c75bdc1142fa40001700b7c,647e17c51e8a3d081bc279dc,64940f32d6ba526fcd2d4cd9,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5c75bdc1142fa40001700b7c&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=64940f32d6ba526fcd2d4cd9,None,d4a8a3a8-f741-4cf4-8c76-03631bab74a8,1,18,2,32,3,,,,,36,4,116,,79,6,66,5,97,18109,19,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:07:37.661741,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5ffdd6ac44be033c5ca23956,,,-3,-1,1,1,-2,1,1,1,1,-2,1,-1,1,-2,,17,9,9,22,24,11,,22,,223,3m:43s,AnonymousUser,5ffdd6ac44be033c5ca23956,647e17c51e8a3d081bc279dc,64940f3c22cc7ef54a21ce3a,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5ffdd6ac44be033c5ca23956&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=64940f3c22cc7ef54a21ce3a,None,0ce6d60e-eb58-41dc-84b9-7fbcd2271482,1,18,2,27,3,,,,,36,4,58,5,176,6,187,,82,18110,93,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:09:19.635939,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,63cfef2a906cd8307419602c,,,-2,-3,1,1,1,1,1,1,1,1,-1,1,-1,1,1,4,6,9,37,35,,27,37,,188,3m:8s,AnonymousUser,63cfef2a906cd8307419602c,647e1923e8479d52e088a84c,64940fb9464af22274a47539,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=63cfef2a906cd8307419602c&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=64940fb9464af22274a47539,None,03c18387-0c8f-4ad4-8245-7c1659385f9f,1,4,2,10,3,,,,,54,5,19,4,159,,91,6,118,18111,41,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:11:11.609757,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,63d7a49c944973af17afde29,,,-1,-2,-1,1,-2,1,-1,-2,-2,-2,1,-1,-2,-2,-1,49,20,70,52,81,280,151,52,,771,12m:51s,AnonymousUser,63d7a49c944973af17afde29,647e1923e8479d52e088a84c,64940ff41080958b68e5e347,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=63d7a49c944973af17afde29&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=64940ff41080958b68e5e347,None,fe716a28-2fa5-48d6-8f97-de95a2de4212,1,49,2,69,3,,,,,570,6,622,7,290,5,139,4,703,18112,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:11:29.336062,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,645a530313d3cc2036d2c7de,,,-3,,1,1,1,-1,-2,1,-3,-1,1,-1,-2,-3,-3,4,13,7,8,45,25,17,8,,229,3m:49s,AnonymousUser,645a530313d3cc2036d2c7de,647e18032426740806fd3334,6494103906d5501884e5e308,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=645a530313d3cc2036d2c7de&STUDY_ID=647e18032426740806fd3334&SESSION_ID=6494103906d5501884e5e308,None,a745bc7c-7f39-420f-a5e6-1bc44fa864b0,1,4,2,17,3,,,,,94,6,24,4,69,5,102,7,119,18113,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:12:02.834791,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,63d17afba0c70e3022979692,,,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,39,12,7,20,16,18,,20,,155,2m:35s,AnonymousUser,63d17afba0c70e3022979692,647e16b65f06df7a3ddcb304,64941017cf7bc14fa9c9b0f8,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=63d17afba0c70e3022979692&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64941017cf7bc14fa9c9b0f8,None,e4e2a0e6-4b5d-4f07-a705-839b266d13c2,1,39,2,51,3,,,,,74,5,58,4,94,6,134,,112,18114,22,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:14:04.535055,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,61601f0ddc31a716116888f1,,,1,-1,-1,-3,1,1,1,1,-3,1,1,1,1,-2,-3,17,13,7,62,,69,42,62,30,284,4m:44s,AnonymousUser,61601f0ddc31a716116888f1,647e1923e8479d52e088a84c,649410bdc04eca116232fab3,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=61601f0ddc31a716116888f1&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=649410bdc04eca116232fab3,None,035a67ba-048d-4377-aaf5-6c5236578dae,1,17,2,37,3,33,4,,,44,4,261,,192,6,106,5,148,18115,44,,,,,3,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:14:12.861183,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5e00fbbf5777b5cea2d27c6a,,,-3,-3,1,-1,-3,-1,1,-1,-3,-2,-3,-1,-2,-2,-1,8,9,3,6,6,6,,6,17,57,0m:57s,AnonymousUser,5e00fbbf5777b5cea2d27c6a,647e17c51e8a3d081bc279dc,649410d0811b01f6a121ce36,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5e00fbbf5777b5cea2d27c6a&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=649410d0811b01f6a121ce36,None,4d71f034-f45f-4e30-90d8-d238a17241b1,1,8,2,21,3,19,2,,,31,5,45,6,25,4,51,,37,18116,4,,,41,1,2,,,,,,42,3,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:14:15.483465,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,63af557b3d4f219c3226b7d6,,,1,-1,-3,-1,1,-1,1,1,1,1,1,1,1,-3,-3,22,9,8,23,26,29,25,23,,170,2m:50s,AnonymousUser,63af557b3d4f219c3226b7d6,647e1923e8479d52e088a84c,64941020051658eb7dc7befd,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=63af557b3d4f219c3226b7d6&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=64941020051658eb7dc7befd,None,08ea9726-606f-4b6f-932d-c7256cfac1fa,1,22,2,31,3,,,,,93,6,116,7,39,4,68,5,143,18117,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:14:17.906314,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,641ab18b3460df7926dd124d,,,-3,1,-1,-1,1,1,1,1,-3,-2,-1,-1,-2,-2,1,12,6,5,47,30,56,28,47,,235,3m:55s,AnonymousUser,641ab18b3460df7926dd124d,647e17c51e8a3d081bc279dc,649410c8ffd07ff90b1dc90a,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=641ab18b3460df7926dd124d&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=649410c8ffd07ff90b1dc90a,None,e74fd137-5531-4047-bb54-52fa7ef32372,1,12,2,18,3,,,,,23,4,126,6,70,5,156,7,184,18118,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:14:52.698324,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-3,-1,8,2,1,35,,46,22,35,,170,2m:50s,AnonymousUser,611943dcb8b11a7b6cf6b596,647e1923e8479d52e088a84c,649410fef441d9e75b31b02d,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=611943dcb8b11a7b6cf6b596&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=649410fef441d9e75b31b02d,None,c04ea942-ab95-40c6-984a-e0c8c69cc72f,1,8,2,10,3,,,,,11,4,144,,68,6,46,5,114,18119,30,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:15:27.350215,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,6462273f71171eba54a3d134,,,1,1,-1,1,1,-1,1,-3,1,1,1,1,-1,1,1,8,25,26,118,80,359,189,118,,882,14m:42s,AnonymousUser,6462273f71171eba54a3d134,647e17c51e8a3d081bc279dc,649410c46018732bd8ed8a0f,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=6462273f71171eba54a3d134&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=649410c46018732bd8ed8a0f,None,c68237dd-68d3-4e78-b722-6b8849f8260e,1,8,2,33,3,,,,,687,7,607,6,59,4,418,5,805,18120,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:15:33.171485,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,641372b01e934c7111b3febd,,,-3,1,-2,-3,-3,-2,1,-3,1,-2,-1,-1,-2,-3,-1,4,10,6,36,,4,34,36,,194,3m:14s,AnonymousUser,641372b01e934c7111b3febd,647e16b65f06df7a3ddcb304,64941122df88362629a79cc9,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=641372b01e934c7111b3febd&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64941122df88362629a79cc9,None,191bac5b-549d-436d-afc3-f2ce13cc31c6,1,4,2,14,3,,,,,115,6,168,,54,5,20,4,151,18121,17,,,,,,,,,,,,,58,11,69,46,,,,,,,,
﻿,0,,,2023-06-22 10:15:34.761126,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,646d8e8bbee6511811cabb4f,,,-3,1,1,-3,1,-1,1,-1,1,-1,-3,-1,-2,-1,-1,6,9,2,45,31,43,,45,,202,3m:22s,AnonymousUser,646d8e8bbee6511811cabb4f,647e17c51e8a3d081bc279dc,649411235ddb8bba8c70a87c,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=646d8e8bbee6511811cabb4f&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=649411235ddb8bba8c70a87c,None,2d9a3d71-e1fe-4ab8-a2e8-dd044a95e983,1,6,2,15,3,,,,,60,5,105,6,17,4,173,,136,18122,37,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:16:02.281943,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5eff6065cc8d32014292657f,,,1,-1,1,1,1,,1,1,1,-2,1,1,-2,-1,1,9,11,4,23,46,31,,23,,180,3m:0s,AnonymousUser,5eff6065cc8d32014292657f,647e17c51e8a3d081bc279dc,64941080f359b109c6f6815c,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5eff6065cc8d32014292657f&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=64941080f359b109c6f6815c,None,afb1cbd6-8ebd-4ee6-ae91-0fc776286a8e,1,9,2,20,3,,,,,55,5,113,6,24,4,159,,78,18123,35,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:18:21.815422,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5e1b2b3e4a955b350b1e0a63,,,-3,-1,,1,1,1,1,1,1,-2,-3,1,-2,-3,-2,23,11,3,30,61,21,,30,,218,3m:38s,AnonymousUser,5e1b2b3e4a955b350b1e0a63,647e1923e8479d52e088a84c,649411b3c86b8302a59862db,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5e1b2b3e4a955b350b1e0a63&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=649411b3c86b8302a59862db,None,59362423-240f-48d1-b951-e4fcbfa5dc65,1,23,2,34,3,,,,,37,4,67,5,167,6,188,,128,18125,39,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:18:41.583016,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,6124112341a3ec8fdf0f4886,,,-2,-2,1,1,-2,1,1,1,1,-2,1,-1,-2,1,-2,9,4,6,38,28,,30,38,,176,2m:56s,AnonymousUser,6124112341a3ec8fdf0f4886,647e1923e8479d52e088a84c,649411bb5ddb8bba8c70a8a0,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=6124112341a3ec8fdf0f4886&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=649411bb5ddb8bba8c70a8a0,None,faf5d5cd-6717-424b-b8e3-92f7fdf6082a,1,9,2,13,3,,,,,49,5,87,6,147,,19,4,115,18126,32,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:21:13.961123,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,6346eab0d002c76732ac0a88,,,1,1,-1,1,1,-1,1,-3,-3,1,1,1,-2,1,1,11,11,10,84,50,69,,84,,312,5m:12s,AnonymousUser,6346eab0d002c76732ac0a88,647e1923e8479d52e088a84c,649412700570eeb84756b843,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=6346eab0d002c76732ac0a88&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=649412700570eeb84756b843,None,c882d585-baca-4b42-80ff-7f4c2061015c,1,11,2,22,3,,,,,32,4,226,6,116,5,276,,185,18127,41,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:22:03.630103,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,63cede0e9ea4aeb932e3bb9c,,,1,-3,1,-2,1,-3,1,1,1,-2,1,-1,-2,-2,,15,6,5,26,,22,21,26,,145,2m:25s,AnonymousUser,63cede0e9ea4aeb932e3bb9c,647e17c51e8a3d081bc279dc,649412a4f957459b4dbc636d,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=63cede0e9ea4aeb932e3bb9c&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=649412a4f957459b4dbc636d,None,363622c8-404f-4741-a458-2b2f8b2ba470,1,15,2,21,3,,,,,26,4,123,,79,5,102,6,52,18128,27,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:22:28.573409,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,6414ed796f1e738ff722d812,,,1,-3,1,-3,1,1,-1,1,1,1,1,1,-1,-3,-2,207,13,16,225,92,,97,225,,973,16m:13s,AnonymousUser,6414ed796f1e738ff722d812,647e1923e8479d52e088a84c,649411c6c4d2263cf8a7435c,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=6414ed796f1e738ff722d812&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=649411c6c4d2263cf8a7435c,None,f9b2e06b-58d4-4784-9e4c-037bcbf2253b,1,207,2,220,3,,,,,236,4,461,5,774,,677,6,553,18129,124,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:24:40.335573,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,637f7c6517daaa050a1632ba,,,1,-1,-3,1,-2,1,1,1,-2,-2,-3,-1,-3,1,-1,10,9,4,24,,20,12,24,,113,1m:53s,AnonymousUser,637f7c6517daaa050a1632ba,647e1923e8479d52e088a84c,64941336ba6423e88031b039,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=637f7c6517daaa050a1632ba&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=64941336ba6423e88031b039,None,9b86f436-8e83-4e39-a8f1-9da4e624e739,1,10,2,19,3,,,,,23,4,94,,62,5,82,6,48,18130,14,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:24:43.916111,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5f21ab8185cf9c5acabe5fab,,,-3,-3,1,1,1,1,1,1,1,1,-3,1,1,-1,1,42,6,8,98,30,33,,98,,272,4m:32s,AnonymousUser,5f21ab8185cf9c5acabe5fab,647e1923e8479d52e088a84c,64941328de69bf2564138763,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5f21ab8185cf9c5acabe5fab&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=64941328de69bf2564138763,None,b87ccf03-ace8-4f6f-ae69-bf1727b5a205,1,42,2,48,3,,,,,56,4,154,5,211,6,244,,184,18131,27,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:27:16.051628,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5d849ee0a954540019f513dd,,,1,1,1,1,1,-1,1,-3,1,-2,1,1,1,-3,1,3,13,4,54,38,74,58,54,,340,5m:40s,AnonymousUser,5d849ee0a954540019f513dd,647e17c51e8a3d081bc279dc,649413e8eac43aa56a0f1480,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5d849ee0a954540019f513dd&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=649413e8eac43aa56a0f1480,None,f46977ff-9357-4c8c-b32b-9e83f3872eb5,1,3,2,16,3,,,,,190,7,94,5,20,4,132,6,244,18132,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:27:16.845270,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5de010b244b3120886ccceb7,,,1,-2,-1,-1,-2,1,1,1,-3,-2,1,-1,1,-3,-3,23,12,5,84,25,29,28,84,,247,4m:7s,AnonymousUser,5de010b244b3120886ccceb7,647e1923e8479d52e088a84c,649413cf36ff65d5d0eb3331,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5de010b244b3120886ccceb7&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=649413cf36ff65d5d0eb3331,None,4febc570-0ef1-4dfd-8994-2edc0d25a04e,1,23,2,35,3,,,,,40,4,124,5,177,7,149,6,206,18133,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:27:55.477755,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,63179f0044b495e2d40f9dae,,,1,-2,1,-3,1,-3,1,1,1,-2,-1,1,1,-3,-2,4,7,3,25,21,18,50,25,,150,2m:30s,AnonymousUser,63179f0044b495e2d40f9dae,647e16b65f06df7a3ddcb304,64941410fac3aa9b5370a8c2,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=63179f0044b495e2d40f9dae&STUDY_ID=647e16b65f06df7a3ddcb304&SESSION_ID=64941410fac3aa9b5370a8c2,None,61c7df25-1a27-4ca1-92a4-d902e2f66a3d,1,4,2,11,3,,,,,103,7,14,4,85,6,35,5,128,18134,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:28:08.308431,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,6441bc7a1c6a9410773ae6a3,,,1,1,-3,-1,-2,-1,-3,1,-2,-3,-3,1,-3,-1,-1,11,9,2,113,118,214,,113,,497,8m:17s,AnonymousUser,6441bc7a1c6a9410773ae6a3,647e17c51e8a3d081bc279dc,6494140b3021345fecbfba02,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=6441bc7a1c6a9410773ae6a3&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=6494140b3021345fecbfba02,None,00234934-e65b-42d1-b47d-f8cbca023f63,1,11,2,20,3,,,,,355,6,237,5,23,4,486,,468,18135,18,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:30:41.390879,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,,,,1,-2,1,1,1,-2,-2,-3,-2,1,1,1,-2,-1,-3,6,2,1,26,38,,926,26,,1045,17m:25s,AnonymousUser,60454e458ec254684926c0d0,647e1923e8479d52e088a84c,649414b2aca8f7ee377ca734,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=60454e458ec254684926c0d0&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=649414b2aca8f7ee377ca734,None,88588c3e-362e-4c0b-833f-09cd0633f425,1,6,2,8,3,,,,,973,6,935,5,1017,,9,4,999,18136,18,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-22 10:31:10.405303,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,63207c8968ec10d3b9d54151,,,1,-1,1,1,1,-2,1,1,1,-1,1,-1,1,-1,1,71,14,7,39,46,96,79,39,,375,6m:15s,AnonymousUser,63207c8968ec10d3b9d54151,647e17c51e8a3d081bc279dc,6494140991ee52d0d2f639eb,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=63207c8968ec10d3b9d54151&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=6494140991ee52d0d2f639eb,None,de593244-90fd-40de-b3d0-ba3ab64b32f9,1,71,2,85,3,,,,,313,7,188,5,92,4,234,6,353,18137,,,,,,,,,,,,,,,,,,,,,,,,,
