username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_el_1,Q_el_2,Q_el_3,Q_ay_1,Q_ay_2,Q_ay_3,Q_sp_1,Q_sp_2,Q_sp_3,Q_dd_1,Q_dd_2,Q_dd_3,Q_ss_1,Q_ss_2,Q_ss_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Filter my world, memory questions","rt_Filter about Artify Yourself, memory questions","rt_Filter about a Shadow Puppet Show, memory questions","rt_Filter about a Dance with Durga, memory questions",rt_Filter about Stories for Stitches,survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,textxr_participant_id,textxr_uuid,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,survey_page_changed_to_Filter about Stories for Stitches,order_Filter about Stories for Stitches,"survey_page_changed_to_Filter my world, memory questions","order_Filter my world, memory questions","survey_page_changed_to_Filter about a Dance with Durga, memory questions","order_Filter about a Dance with Durga, memory questions","survey_page_changed_to_Filter about Artify Yourself, memory questions","order_Filter about Artify Yourself, memory questions","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions",internal_id,"order_Filter about a Shadow Puppet Show, memory questions",survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,survey_page_changed_to_Filter about Stories for Stitches_1,rt_Filter about Stories for Stitches_1,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1_2,pageNumber,rt_general info_1,order_general info_1,"survey_page_changed_to_Filter my world, memory questions_1","rt_Filter my world, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1",Q_dd_1-Comment,survey_page_changed_to_demographics_1_2,rt_demographics_1_2,order_demographics_1,order_intro_to_mem_qs_1,survey_page_changed_to_intro_to_mem_qs_1_2_3,survey_page_changed_to_demographics_1_2_3,survey_page_changed_to_demographics_1_2_3_4,rt_demographics_1_2_3,survey_page_changed_to_intro_to_mem_qs_1_2_3_4,rt_intro_to_mem_qs_1_2_3,survey_page_changed_to_Filter about Stories for Stitches_1_2,rt_Filter about Stories for Stitches_1_2,"survey_page_changed_to_Filter about Artify Yourself, memory questions_1","rt_Filter about Artify Yourself, memory questions_1","rt_Filter about a Dance with Durga, memory questions_1","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions_1","rt_Filter about a Shadow Puppet Show, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1_2","rt_Filter about a Dance with Durga, memory questions_1_2",testxr_participant_id,testxr_uuid
﻿,0,,,2023-06-14 12:59:13.791999,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5eeaff91fd89901efebf84b4,,,1,1,-3,-1,1,-2,-1,1,1,1,-3,1,-1,-2,1,19,10,6,10,25,22,,18,,143,2m:23s,AnonymousUser,5eeaff91fd89901efebf84b4,647e14799b46b0e21c3c5ce1,6489ab663814c8b2828158a2,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5eeaff91fd89901efebf84b4&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489ab663814c8b2828158a2,None,701fd842-b3a9-4f79-bfe3-bb9aba017e49,1,19,2,29,3,35,4,102,7,112,,76,6,53,17307,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:00:59.312038,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,614ad1d11ebbb70be136b832,,,1,-3,-2,1,-3,1,-1,-2,1,-3,1,-2,-2,-1,-3,27,6,5,14,18,,14,18,,115,1m:55s,AnonymousUser,614ad1d11ebbb70be136b832,647e14799b46b0e21c3c5ce1,6489ab133b29a31c3174eed8,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=614ad1d11ebbb70be136b832&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489ab133b29a31c3174eed8,None,00693de7-282b-4902-8b5f-7e21e7951694,1,27,2,33,3,38,4,88,7,74,6,56,5,102,17308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:03:44.416340,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,634fde191ed73d0409412077,,,1,1,-3,-2,1,-1,1,1,-2,1,-3,-2,1,-3,-1,17,16,9,48,,85,66,196,,505,8m:25s,AnonymousUser,634fde191ed73d0409412077,647e14799b46b0e21c3c5ce1,6489ac410fc411511de65d3e,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=634fde191ed73d0409412077&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489ac410fc411511de65d3e,None,b9a3afb8-1e0b-4dcf-9958-2eef8b2c2851,1,17,2,33,3,43,4,390,7,239,5,438,,305,17309,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:05:05.527422,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,63d1412396ee4fa133b52643,,,-3,1,-1,-1,-3,1,-1,1,,1,1,-2,1,-2,1,19,16,6,18,13,21,,17,,143,2m:23s,AnonymousUser,63d1412396ee4fa133b52643,647e14799b46b0e21c3c5ce1,6489abaec2171d0128983908,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=63d1412396ee4fa133b52643&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489abaec2171d0128983908,None,9ffeb99b-3133-4694-9941-b50305bff1b7,1,19,2,35,3,41,4,93,7,111,,79,6,58,17310,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:08:15.410542,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,6463a5ea9b7315e84fc3b034,,,1,1,1,-1,-3,1,1,-3,-2,-1,-2,-1,-2,,-1,24,6,6,22,,35,32,129,,283,4m:43s,AnonymousUser,6463a5ea9b7315e84fc3b034,647e14799b46b0e21c3c5ce1,6489ad362b2599602968bb9a,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=6463a5ea9b7315e84fc3b034&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489ad362b2599602968bb9a,None,fa548db0-5ff9-48b0-8fec-1bf50f40fa0b,1,24,2,30,3,36,4,197,6,165,5,255,,219,17311,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:12:12.628647,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5c6c260dce4e560001f75731,,,-2,-2,-2,1,1,1,-1,1,-2,-2,-2,1,1,-1,-1,1263,13,5,13,,19,21,762,,2143,35m:43s,AnonymousUser,5c6c260dce4e560001f75731,647e14799b46b0e21c3c5ce1,6489a9a68407454e3b2553bf,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5c6c260dce4e560001f75731&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489a9a68407454e3b2553bf,None,4cdedd0e-0c28-47b2-9f35-40c7dadfebde,1,1263,2,1276,3,1281,4,2112,7,2091,6,2125,,2072,17312,5,2043,8,2057,15,2051,3,2054,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:14:06.766097,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,,,,-2,-1,-1,-2,-3,-2,1,1,1,1,1,-2,1,-2,-1,21,3,,66,56,68,62,14,,286,4m:46s,AnonymousUser,63f77cac11a2ddb8e7276c44,647e14799b46b0e21c3c5ce1,6489aee500fc9e3793031491,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=63f77cac11a2ddb8e7276c44&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489aee500fc9e3793031491,None,0470ba01-9e49-4115-ab43-1e8aac485a67,1,21,2,24,,,2,138,5,204,6,14,3,70,17313,4,,,,,,,,,2,,1,266,12,278,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:16:18.780607,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,60919018ce223dc3906d7a7e,,,-1,-3,-1,1,-2,-2,-1,-1,1,-2,1,1,-1,-2,-2,49,9,4,2,3,,3,64,,1072,17m:52s,AnonymousUser,60919018ce223dc3906d7a7e,647e14799b46b0e21c3c5ce1,6489af2d04bad3cd4298f7a2,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=60919018ce223dc3906d7a7e&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489af2d04bad3cd4298f7a2,None,e18c85cf-a2ee-435e-85b2-48c82339e408,1,49,2,58,3,62,4,127,5,130,6,133,7,136,17314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:17:49.929063,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,63e51c373af1cc5baf0c727f,,,1,-3,1,1,-3,1,1,1,-1,1,1,-2,-2,1,-1,23,30,11,11,16,14,,18,,160,2m:40s,AnonymousUser,63e51c373af1cc5baf0c727f,647e14799b46b0e21c3c5ce1,6489af7cead43e1122851d7c,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=63e51c373af1cc5baf0c727f&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489af7cead43e1122851d7c,None,5889fc75-9e89-4b11-bbd9-3bb0408e1a49,1,23,2,53,3,64,4,96,6,123,,107,7,82,17315,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:20:47.125383,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,64412a24cc88c399cb8eb170,,,1,-3,1,1,1,-1,-2,-1,-1,-2,-2,1,-1,-1,1,9,5,8,,21,20,22,33,,137,2m:17s,AnonymousUser,64412a24cc88c399cb8eb170,647e14799b46b0e21c3c5ce1,6489b08a32daf5589d635ea5,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=64412a24cc88c399cb8eb170&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b08a32daf5589d635ea5,None,00c875c9-d046-4b9c-95ec-3380939e4706,1,10,2,15,3,23,4,120,,77,6,56,5,100,17316,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:23:22.768296,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,604fa685e33606f9a0ee8189,,,-1,-3,-1,-3,1,-2,-1,1,-1,1,1,-2,-1,-3,-2,24,6,3,98,,10,24,43,30,268,4m:28s,AnonymousUser,604fa685e33606f9a0ee8189,647e14799b46b0e21c3c5ce1,6489b11fcc2c656d5c728882,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=604fa685e33606f9a0ee8189&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b11fcc2c656d5c728882,None,098d9c95-90e5-426b-92dc-3cbde3c41d42,1,24,2,71,3,74,4,142,6,117,5,251,,241,17317,7,,,,,64,7,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:23:43.812587,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,6447d1d7781af883137bfb8d,,,1,-3,-1,1,1,-2,-1,1,-2,-3,-2,1,-2,-3,-3,6,7,3,11,18,21,,23,,98,1m:38s,AnonymousUser,6447d1d7781af883137bfb8d,647e14799b46b0e21c3c5ce1,6489b1407f2a8e1db078cfa0,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=6447d1d7781af883137bfb8d&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b1407f2a8e1db078cfa0,None,ca428ade-67b2-4947-b6f4-a04ed4967e5e,1,6,2,13,3,16,4,78,7,89,,39,5,57,17318,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:23:59.265801,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,63d7faea5fc2f437216b9259,,,1,-3,-3,-1,-2,-2,-1,-1,-2,1,1,-1,1,-3,-2,6,11,2,10,9,,13,6,,75,1m:15s,AnonymousUser,63d7faea5fc2f437216b9259,647e14799b46b0e21c3c5ce1,6489b137f7ca47005bfb3d65,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=63d7faea5fc2f437216b9259&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b137f7ca47005bfb3d65,None,eafc9a13-e890-43b4-9458-89d604a61319,1,6,2,17,3,19,4,60,7,38,5,51,6,70,17319,,25,2,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:26:09.738365,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5fba520e6c3b2e9c74d36273,,,1,-3,-2,-2,-3,-2,-1,1,1,1,-3,-2,-2,-2,1,225,14,243,,33,21,35,31,,618,10m:18s,AnonymousUser,5fba520e6c3b2e9c74d36273,647e14799b46b0e21c3c5ce1,6489b08f9d1f73282376cbc7,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5fba520e6c3b2e9c74d36273&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b08f9d1f73282376cbc7,None,4ccb447d-bd33-4795-9c11-c7ceb957ca30,1,225,2,239,3,482,4,602,,567,7,534,6,513,17320,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:29:07.162194,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5d8215fcaa127000154632c5,,,-2,1,-3,1,1,-2,-2,1,1,1,-2,1,-2,-2,-3,5,10,8,,15,18,12,18,,99,1m:39s,AnonymousUser,5d8215fcaa127000154632c5,647e14799b46b0e21c3c5ce1,6489b2883513694aec6f6430,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5d8215fcaa127000154632c5&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b2883513694aec6f6430,None,c4cf8b27-3a2a-4e6f-92ce-415f64f8ae74,1,5,2,15,3,23,4,86,,74,7,41,5,56,17321,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:36:01.447791,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5bead56b5324b10001c2551c,,,1,1,-2,1,-3,1,1,1,-2,1,-3,1,-2,-2,-2,8,12,173,16,,55,163,6,,628,10m:28s,AnonymousUser,5bead56b5324b10001c2551c,647e14799b46b0e21c3c5ce1,6489b4244f9feefd6233c90a,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5bead56b5324b10001c2551c&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b4244f9feefd6233c90a,None,36a8c370-4a18-4050-8bc7-7106c9ac5c59,1,8,2,20,3,193,4,588,7,425,6,604,,370,17322,5,199,3,202,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:36:43.368433,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,568aab53316b10000d50d76b,,,-3,-1,-3,1,-3,-2,-1,-1,-1,1,1,-2,-2,-3,-1,115,8,2,5,7,,10,21,,182,3m:2s,AnonymousUser,568aab53316b10000d50d76b,647e14799b46b0e21c3c5ce1,6489b3b3dc11ccc39dbdf45d,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=568aab53316b10000d50d76b&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b3b3dc11ccc39dbdf45d,None,f35bdf6c-4477-466e-ab00-d08fbc4d0335,1,115,2,123,3,125,4,147,5,160,7,153,6,170,17323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:37:04.572637,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5e80cd7afacc787c97511dfa,,,1,1,1,-3,1,-2,1,1,-2,-3,-1,-1,1,-2,-1,29,17,11,27,40,,30,29,,225,3m:45s,AnonymousUser,5e80cd7afacc787c97511dfa,647e14799b46b0e21c3c5ce1,6489b44027918bb8e7cfd1e6,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5e80cd7afacc787c97511dfa&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b44027918bb8e7cfd1e6,None,4c26b8c9-6c57-4a4b-a230-e5f4ffed5f52,1,29,2,46,3,57,4,86,5,153,7,113,6,183,17324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:37:40.394734,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,630385aa9483b42036dafe87,,,1,-2,1,-2,1,1,-2,1,-1,-3,-2,-1,1,-2,1,28,11,2,10,19,26,,14,,156,2m:36s,AnonymousUser,630385aa9483b42036dafe87,647e14799b46b0e21c3c5ce1,6489b4737ee91bddccf7a4e9,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=630385aa9483b42036dafe87&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b4737ee91bddccf7a4e9,None,6e2faa53-4b88-4d2a-9e17-87fe2a5b8dfe,1,28,2,39,3,41,4,100,7,110,,55,5,74,17325,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:46:43.054843,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5f53e2f4bb2be4722c6944f1,,,1,-1,1,1,1,-3,1,-2,-1,1,-2,1,-2,-3,-1,5,10,13,15,16,,5,24,,153,2m:33s,AnonymousUser,5f53e2f4bb2be4722c6944f1,647e14799b46b0e21c3c5ce1,6489b6a428d4996c76bc7769,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5f53e2f4bb2be4722c6944f1&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b6a428d4996c76bc7769,None,7ef24e11-1cd8-4314-ade1-a99525277482,1,5,2,15,3,28,4,52,5,84,7,68,6,89,17327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:47:03.455816,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,6366196f67e21bd61419d473,,,1,1,-3,-2,-3,-2,-3,-1,-1,1,-1,1,-3,-1,-3,39,10,8,18,18,,20,19,,155,2m:35s,AnonymousUser,6366196f67e21bd61419d473,647e14799b46b0e21c3c5ce1,6489b68f7c984ff0708161a3,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=6366196f67e21bd61419d473&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b68f7c984ff0708161a3,None,80f51f10-f061-4d61-83cc-ee6d2770c9cf,1,39,2,49,3,57,4,76,5,94,6,114,7,132,17328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 13:49:57.453724,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,,,,-3,-3,1,-1,-3,1,-2,-2,-2,-1,-3,1,-2,-2,-1,6,1,4,47,25,,24,42,,158,2m:38s,AnonymousUser,5fef8ba0f0b5ede1506ed51e,647e14799b46b0e21c3c5ce1,6489b763a2d86fa7717693ef,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5fef8ba0f0b5ede1506ed51e&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489b763a2d86fa7717693ef,None,e48630ab-4fb9-43f9-a069-4ad6803df2ac,1,6,2,7,3,11,4,53,5,100,6,124,7,149,17329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 14:01:25.265318,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,6372639e99b4b50efc9eb4a6,,,1,-1,-3,-2,1,-2,-3,1,-1,-2,-1,-1,-2,-2,1,24,9,7,15,24,24,,23,,140,2m:20s,AnonymousUser,6372639e99b4b50efc9eb4a6,647e14799b46b0e21c3c5ce1,6489ba0356a4f2001884609f,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=6372639e99b4b50efc9eb4a6&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489ba0356a4f2001884609f,None,ba0264c9-c210-4a74-bc8d-148bd32cb5fc,1,24,2,33,3,40,4,64,5,127,,79,6,103,17330,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 14:06:07.252541,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5f5281da62b18454f9aa8b6d,,,1,1,1,1,1,1,-1,1,1,1,1,1,-2,-2,-1,11,4,27,10,17,,15,13,,108,1m:48s,AnonymousUser,5f5281da62b18454f9aa8b6d,647e158528ccd252f9e1378b,6489bb2ed685660185350ead,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5f5281da62b18454f9aa8b6d&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=6489bb2ed685660185350ead,None,25be0d0e-852e-4c6b-8a7e-e1ea0b63f207,1,11,2,15,3,42,4,88,7,73,6,55,5,98,17331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 14:07:04.967233,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,,,,-2,1,1,-3,-2,-2,1,-1,-3,1,1,-1,1,-1,-3,11,7,8,13,15,,20,16,,106,1m:46s,AnonymousUser,63d4206b4544286074b28314,647e14799b46b0e21c3c5ce1,6489bb338305b9db665e9b99,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=63d4206b4544286074b28314&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6489bb338305b9db665e9b99,None,3c5a3adb-4844-419d-8ae6-0425cb273c67,1,11,2,18,3,26,4,42,5,71,7,56,6,91,17332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 14:08:51.746639,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,622bb4f79c52ad04bb91e752,,,1,1,-1,-1,-1,-3,-1,-2,-2,1,1,-2,1,-1,-3,14,11,8,21,14,,25,27,,148,2m:28s,AnonymousUser,622bb4f79c52ad04bb91e752,647e158528ccd252f9e1378b,6489bbd1ea8642aa5dc5ccc4,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=622bb4f79c52ad04bb91e752&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=6489bbd1ea8642aa5dc5ccc4,None,7c0769fa-0225-4088-8f61-65d0a38e00e9,1,14,2,25,3,33,4,60,5,81,6,106,7,120,17333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 14:11:42.926435,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,,,,1,-2,-3,1,-1,-2,-2,-1,-1,1,-1,1,-2,-2,-1,4,2,2,14,18,,21,14,,94,1m:34s,AnonymousUser,610c5b0a0f713891f0d5af7f,647e1333ecfafc675f9b0499,6489bc7932b0711fd913372d,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=610c5b0a0f713891f0d5af7f&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6489bc7932b0711fd913372d,None,237bee3f-9b65-40c1-8271-c95cf16910cc,1,4,2,6,3,8,4,22,5,54,7,36,6,75,17334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 14:12:23.658416,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,6093128985d75abc45b67290,,,-1,-1,1,-2,-3,-3,-1,-1,-1,-2,-1,-2,-3,-2,-3,26,111,14,,29,20,30,26,,284,4m:44s,AnonymousUser,6093128985d75abc45b67290,647e158528ccd252f9e1378b,6489bc810f55f5d2b874ba8f,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=6093128985d75abc45b67290&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=6489bc810f55f5d2b874ba8f,None,162c38b4-3124-4502-9cc4-13feb8e74ffe,1,26,2,137,3,151,4,269,,189,5,220,6,249,17335,7,177,3,186,3,180,2,182,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿,0,,,2023-06-14 14:12:38.472463,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,63e5435b1baaf8b68e112011,,,1,1,1,1,1,-2,1,-1,-2,1,-1,-2,1,-2,-1,4,7,3,10,26,18,,20,,102,1m:42s,AnonymousUser,63e5435b1baaf8b68e112011,647e158528ccd252f9e1378b,6489bcb3acb8cdfca3c2a20f,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=63e5435b1baaf8b68e112011&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=6489bcb3acb8cdfca3c2a20f,None,53035823-84c9-4c6c-af41-2f066fff814b,1,4,2,11,3,14,4,52,6,88,,62,7,34,17336,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
